arrayLength = 10;
precision = 0.001;

1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,
1.0000000000,3.0000000000,4.0000000000,7.0000000000,3.0000000000,5.0000000000,9.0000000000,9.0000000000,3.0000000000,1.0000000000,
1.0000000000,7.0000000000,3.0000000000,6.0000000000,6.0000000000,1.0000000000,2.0000000000,1.0000000000,3.0000000000,1.0000000000,
1.0000000000,6.0000000000,7.0000000000,4.0000000000,5.0000000000,9.0000000000,3.0000000000,6.0000000000,7.0000000000,1.0000000000,
1.0000000000,1.0000000000,4.0000000000,5.0000000000,6.0000000000,4.0000000000,5.0000000000,6.0000000000,8.0000000000,1.0000000000,
1.0000000000,8.0000000000,5.0000000000,6.0000000000,7.0000000000,7.0000000000,3.0000000000,4.0000000000,5.0000000000,1.0000000000,
1.0000000000,3.0000000000,4.0000000000,5.0000000000,6.0000000000,7.0000000000,5.0000000000,4.0000000000,4.0000000000,1.0000000000,
1.0000000000,2.0000000000,3.0000000000,2.0000000000,4.0000000000,3.0000000000,7.0000000000,5.0000000000,6.0000000000,1.0000000000,
1.0000000000,6.0000000000,7.0000000000,4.0000000000,8.0000000000,7.0000000000,9.0000000000,3.0000000000,2.0000000000,1.0000000000,
1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,

1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,
1.0000000000,1.0005943575,1.0009646681,1.0015049669,1.0014779568,1.0017113866,1.0012996929,1.0011170291,1.0005132887,1.0000000000,
1.0000000000,1.0009646686,1.0020993236,1.0024426260,1.0032163528,1.0027776508,1.0028284156,1.0018129822,1.0011170292,1.0000000000,
1.0000000000,1.0015049653,1.0024426280,1.0038107080,1.0037423219,1.0043333810,1.0032909414,1.0028284157,1.0012996940,1.0000000000,
1.0000000000,1.0014779602,1.0032163483,1.0037423256,1.0049277352,1.0042556141,1.0043333813,1.0027776539,1.0017113869,1.0000000000,
1.0000000000,1.0017113821,1.0027776586,1.0043333741,1.0042556185,1.0049277355,1.0037423267,1.0032163534,1.0014779599,1.0000000000,
1.0000000000,1.0012996985,1.0028284071,1.0032909514,1.0043333744,1.0037423304,1.0038107088,1.0024426319,1.0015049673,1.0000000000,
1.0000000000,1.0011170246,1.0018129906,1.0028284073,1.0027776618,1.0032163489,1.0024426339,1.0020993242,1.0009646712,1.0000000000,
1.0000000000,1.0005132916,1.0011170247,1.0012996996,1.0017113824,1.0014779633,1.0015049657,1.0009646717,1.0005943577,1.0000000000,
1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,



------------------------------------------------------------------------------------------------------------------------------------------------------

arrayLength = 200by200;
precision = 0.000000000001;

18.0000000000,79.0000000000,88.0000000000,65.0000000000,76.0000000000,94.0000000000,14.0000000000,78.0000000000,52.0000000000,92.0000000000,99.0000000000,96.0000000000,21.0000000000,89.0000000000,93.0000000000,80.0000000000,76.0000000000,10.0000000000,3.0000000000,33.0000000000,88.0000000000,50.0000000000,55.0000000000,98.0000000000,81.0000000000,2.0000000000,2.0000000000,45.0000000000,61.0000000000,74.0000000000,81.0000000000,27.0000000000,49.0000000000,21.0000000000,65.0000000000,65.0000000000,68.0000000000,4.0000000000,71.0000000000,3.0000000000,72.0000000000,64.0000000000,95.0000000000,72.0000000000,78.0000000000,27.0000000000,87.0000000000,83.0000000000,12.0000000000,49.0000000000,48.0000000000,37.0000000000,55.0000000000,65.0000000000,74.0000000000,57.0000000000,71.0000000000,16.0000000000,77.0000000000,13.0000000000,92.0000000000,30.0000000000,7.0000000000,99.0000000000,35.0000000000,67.0000000000,27.0000000000,62.0000000000,93.0000000000,43.0000000000,8.0000000000,81.0000000000,64.0000000000,59.0000000000,45.0000000000,15.0000000000,26.0000000000,64.0000000000,76.0000000000,76.0000000000,41.0000000000,48.0000000000,62.0000000000,52.0000000000,50.0000000000,74.0000000000,76.0000000000,49.0000000000,64.0000000000,95.0000000000,99.0000000000,83.0000000000,71.0000000000,65.0000000000,9.0000000000,93.0000000000,18.0000000000,71.0000000000,36.0000000000,69.0000000000,
65.0000000000,81.0000000000,41.0000000000,87.0000000000,77.0000000000,90.0000000000,15.0000000000,4.0000000000,58.0000000000,53.0000000000,99.0000000000,16.0000000000,79.0000000000,4.0000000000,22.0000000000,97.0000000000,95.0000000000,9.0000000000,19.0000000000,29.0000000000,56.0000000000,25.0000000000,71.0000000000,91.0000000000,55.0000000000,32.0000000000,57.0000000000,19.0000000000,36.0000000000,88.0000000000,72.0000000000,30.0000000000,44.0000000000,67.0000000000,68.0000000000,15.0000000000,29.0000000000,48.0000000000,16.0000000000,39.0000000000,83.0000000000,41.0000000000,47.0000000000,88.0000000000,100.0000000000,43.0000000000,86.0000000000,67.0000000000,3.0000000000,91.0000000000,16.0000000000,65.0000000000,60.0000000000,54.0000000000,53.0000000000,55.0000000000,13.0000000000,11.0000000000,12.0000000000,64.0000000000,90.0000000000,88.0000000000,94.0000000000,10.0000000000,15.0000000000,23.0000000000,91.0000000000,28.0000000000,40.0000000000,77.0000000000,65.0000000000,37.0000000000,61.0000000000,14.0000000000,94.0000000000,65.0000000000,75.0000000000,81.0000000000,62.0000000000,24.0000000000,84.0000000000,32.0000000000,53.0000000000,92.0000000000,34.0000000000,12.0000000000,71.0000000000,35.0000000000,15.0000000000,83.0000000000,47.0000000000,69.0000000000,93.0000000000,52.0000000000,11.0000000000,89.0000000000,74.0000000000,98.0000000000,99.0000000000,63.0000000000,
8.0000000000,88.0000000000,22.0000000000,2.0000000000,22.0000000000,82.0000000000,28.0000000000,51.0000000000,99.0000000000,33.0000000000,51.0000000000,17.0000000000,44.0000000000,56.0000000000,82.0000000000,7.0000000000,3.0000000000,52.0000000000,41.0000000000,40.0000000000,19.0000000000,50.0000000000,27.0000000000,7.0000000000,38.0000000000,32.0000000000,20.0000000000,84.0000000000,18.0000000000,32.0000000000,75.0000000000,43.0000000000,90.0000000000,69.0000000000,59.0000000000,82.0000000000,12.0000000000,7.0000000000,7.0000000000,65.0000000000,100.0000000000,87.0000000000,97.0000000000,40.0000000000,68.0000000000,21.0000000000,63.0000000000,77.0000000000,46.0000000000,46.0000000000,83.0000000000,77.0000000000,95.0000000000,60.0000000000,32.0000000000,78.0000000000,21.0000000000,71.0000000000,61.0000000000,82.0000000000,13.0000000000,84.0000000000,42.0000000000,12.0000000000,86.0000000000,66.0000000000,82.0000000000,43.0000000000,60.0000000000,53.0000000000,70.0000000000,68.0000000000,62.0000000000,23.0000000000,27.0000000000,23.0000000000,92.0000000000,6.0000000000,92.0000000000,1.0000000000,91.0000000000,63.0000000000,70.0000000000,44.0000000000,7.0000000000,23.0000000000,50.0000000000,53.0000000000,16.0000000000,60.0000000000,30.0000000000,40.0000000000,29.0000000000,26.0000000000,34.0000000000,95.0000000000,70.0000000000,61.0000000000,21.0000000000,23.0000000000,
68.0000000000,26.0000000000,90.0000000000,5.0000000000,59.0000000000,77.0000000000,80.0000000000,3.0000000000,61.0000000000,92.0000000000,58.0000000000,36.0000000000,66.0000000000,55.0000000000,99.0000000000,26.0000000000,45.0000000000,9.0000000000,74.0000000000,56.0000000000,76.0000000000,68.0000000000,69.0000000000,25.0000000000,23.0000000000,68.0000000000,65.0000000000,46.0000000000,66.0000000000,35.0000000000,23.0000000000,19.0000000000,15.0000000000,57.0000000000,88.0000000000,32.0000000000,2.0000000000,90.0000000000,93.0000000000,48.0000000000,39.0000000000,46.0000000000,15.0000000000,78.0000000000,6.0000000000,89.0000000000,16.0000000000,73.0000000000,49.0000000000,82.0000000000,87.0000000000,68.0000000000,99.0000000000,85.0000000000,100.0000000000,45.0000000000,18.0000000000,27.0000000000,2.0000000000,19.0000000000,55.0000000000,57.0000000000,48.0000000000,68.0000000000,18.0000000000,97.0000000000,5.0000000000,72.0000000000,94.0000000000,74.0000000000,31.0000000000,62.0000000000,98.0000000000,30.0000000000,48.0000000000,85.0000000000,95.0000000000,85.0000000000,35.0000000000,94.0000000000,2.0000000000,81.0000000000,7.0000000000,30.0000000000,59.0000000000,15.0000000000,30.0000000000,2.0000000000,91.0000000000,54.0000000000,21.0000000000,2.0000000000,16.0000000000,24.0000000000,89.0000000000,34.0000000000,72.0000000000,3.0000000000,56.0000000000,69.0000000000,
78.0000000000,90.0000000000,96.0000000000,31.0000000000,31.0000000000,59.0000000000,7.0000000000,88.0000000000,13.0000000000,54.0000000000,66.0000000000,89.0000000000,68.0000000000,8.0000000000,53.0000000000,51.0000000000,97.0000000000,48.0000000000,52.0000000000,85.0000000000,36.0000000000,76.0000000000,40.0000000000,59.0000000000,46.0000000000,87.0000000000,31.0000000000,78.0000000000,40.0000000000,32.0000000000,47.0000000000,41.0000000000,32.0000000000,58.0000000000,85.0000000000,76.0000000000,85.0000000000,62.0000000000,2.0000000000,81.0000000000,19.0000000000,77.0000000000,63.0000000000,21.0000000000,62.0000000000,66.0000000000,37.0000000000,96.0000000000,36.0000000000,4.0000000000,42.0000000000,37.0000000000,90.0000000000,100.0000000000,95.0000000000,33.0000000000,25.0000000000,56.0000000000,32.0000000000,73.0000000000,52.0000000000,38.0000000000,10.0000000000,96.0000000000,28.0000000000,59.0000000000,22.0000000000,76.0000000000,52.0000000000,30.0000000000,67.0000000000,88.0000000000,27.0000000000,37.0000000000,2.0000000000,26.0000000000,8.0000000000,63.0000000000,81.0000000000,2.0000000000,32.0000000000,98.0000000000,32.0000000000,66.0000000000,76.0000000000,77.0000000000,64.0000000000,43.0000000000,28.0000000000,41.0000000000,62.0000000000,14.0000000000,74.0000000000,95.0000000000,87.0000000000,96.0000000000,94.0000000000,27.0000000000,84.0000000000,65.0000000000,
34.0000000000,96.0000000000,29.0000000000,35.0000000000,6.0000000000,18.0000000000,67.0000000000,36.0000000000,82.0000000000,29.0000000000,53.0000000000,88.0000000000,36.0000000000,7.0000000000,31.0000000000,62.0000000000,84.0000000000,45.0000000000,75.0000000000,24.0000000000,2.0000000000,61.0000000000,100.0000000000,68.0000000000,63.0000000000,22.0000000000,1.0000000000,81.0000000000,52.0000000000,60.0000000000,24.0000000000,82.0000000000,35.0000000000,2.0000000000,37.0000000000,43.0000000000,89.0000000000,10.0000000000,6.0000000000,43.0000000000,26.0000000000,62.0000000000,80.0000000000,99.0000000000,20.0000000000,21.0000000000,46.0000000000,41.0000000000,79.0000000000,95.0000000000,5.0000000000,30.0000000000,80.0000000000,51.0000000000,23.0000000000,32.0000000000,14.0000000000,89.0000000000,47.0000000000,17.0000000000,91.0000000000,73.0000000000,24.0000000000,68.0000000000,91.0000000000,57.0000000000,93.0000000000,1.0000000000,90.0000000000,44.0000000000,37.0000000000,19.0000000000,38.0000000000,64.0000000000,32.0000000000,53.0000000000,29.0000000000,78.0000000000,92.0000000000,43.0000000000,30.0000000000,96.0000000000,65.0000000000,54.0000000000,18.0000000000,87.0000000000,95.0000000000,23.0000000000,40.0000000000,8.0000000000,97.0000000000,61.0000000000,83.0000000000,9.0000000000,22.0000000000,11.0000000000,2.0000000000,87.0000000000,45.0000000000,45.0000000000,
10.0000000000,3.0000000000,3.0000000000,47.0000000000,79.0000000000,87.0000000000,1.0000000000,65.0000000000,11.0000000000,32.0000000000,90.0000000000,50.0000000000,21.0000000000,14.0000000000,43.0000000000,76.0000000000,51.0000000000,16.0000000000,4.0000000000,62.0000000000,82.0000000000,20.0000000000,4.0000000000,13.0000000000,42.0000000000,22.0000000000,73.0000000000,72.0000000000,31.0000000000,28.0000000000,10.0000000000,11.0000000000,1.0000000000,87.0000000000,43.0000000000,30.0000000000,71.0000000000,69.0000000000,81.0000000000,83.0000000000,89.0000000000,38.0000000000,12.0000000000,5.0000000000,68.0000000000,75.0000000000,96.0000000000,56.0000000000,29.0000000000,40.0000000000,80.0000000000,67.0000000000,5.0000000000,41.0000000000,35.0000000000,99.0000000000,72.0000000000,40.0000000000,23.0000000000,97.0000000000,39.0000000000,49.0000000000,77.0000000000,67.0000000000,24.0000000000,82.0000000000,73.0000000000,12.0000000000,39.0000000000,20.0000000000,67.0000000000,84.0000000000,50.0000000000,65.0000000000,22.0000000000,56.0000000000,25.0000000000,57.0000000000,61.0000000000,5.0000000000,42.0000000000,79.0000000000,64.0000000000,85.0000000000,77.0000000000,64.0000000000,25.0000000000,50.0000000000,40.0000000000,25.0000000000,15.0000000000,4.0000000000,19.0000000000,99.0000000000,51.0000000000,52.0000000000,27.0000000000,62.0000000000,17.0000000000,18.0000000000,
39.0000000000,37.0000000000,68.0000000000,91.0000000000,86.0000000000,61.0000000000,66.0000000000,79.0000000000,41.0000000000,38.0000000000,81.0000000000,71.0000000000,38.0000000000,58.0000000000,16.0000000000,39.0000000000,11.0000000000,16.0000000000,77.0000000000,77.0000000000,52.0000000000,73.0000000000,18.0000000000,85.0000000000,12.0000000000,65.0000000000,35.0000000000,2.0000000000,44.0000000000,64.0000000000,83.0000000000,41.0000000000,22.0000000000,68.0000000000,19.0000000000,83.0000000000,43.0000000000,3.0000000000,16.0000000000,65.0000000000,47.0000000000,43.0000000000,77.0000000000,41.0000000000,64.0000000000,71.0000000000,5.0000000000,53.0000000000,39.0000000000,82.0000000000,56.0000000000,100.0000000000,56.0000000000,40.0000000000,61.0000000000,24.0000000000,16.0000000000,74.0000000000,26.0000000000,50.0000000000,56.0000000000,39.0000000000,47.0000000000,99.0000000000,58.0000000000,13.0000000000,99.0000000000,17.0000000000,21.0000000000,13.0000000000,50.0000000000,35.0000000000,17.0000000000,46.0000000000,25.0000000000,62.0000000000,34.0000000000,81.0000000000,20.0000000000,40.0000000000,61.0000000000,13.0000000000,69.0000000000,9.0000000000,68.0000000000,35.0000000000,85.0000000000,96.0000000000,47.0000000000,9.0000000000,3.0000000000,83.0000000000,100.0000000000,54.0000000000,58.0000000000,10.0000000000,56.0000000000,1.0000000000,1.0000000000,4.0000000000,
17.0000000000,17.0000000000,9.0000000000,32.0000000000,54.0000000000,19.0000000000,63.0000000000,6.0000000000,89.0000000000,76.0000000000,93.0000000000,60.0000000000,32.0000000000,84.0000000000,81.0000000000,93.0000000000,35.0000000000,17.0000000000,1.0000000000,72.0000000000,26.0000000000,81.0000000000,33.0000000000,28.0000000000,31.0000000000,79.0000000000,39.0000000000,45.0000000000,22.0000000000,53.0000000000,21.0000000000,56.0000000000,44.0000000000,33.0000000000,43.0000000000,8.0000000000,98.0000000000,57.0000000000,95.0000000000,17.0000000000,50.0000000000,79.0000000000,78.0000000000,94.0000000000,72.0000000000,98.0000000000,75.0000000000,84.0000000000,24.0000000000,57.0000000000,32.0000000000,34.0000000000,90.0000000000,17.0000000000,93.0000000000,89.0000000000,45.0000000000,78.0000000000,16.0000000000,78.0000000000,10.0000000000,55.0000000000,37.0000000000,45.0000000000,81.0000000000,6.0000000000,32.0000000000,51.0000000000,8.0000000000,83.0000000000,30.0000000000,19.0000000000,20.0000000000,64.0000000000,53.0000000000,57.0000000000,16.0000000000,88.0000000000,24.0000000000,63.0000000000,40.0000000000,44.0000000000,35.0000000000,69.0000000000,83.0000000000,11.0000000000,14.0000000000,32.0000000000,36.0000000000,66.0000000000,84.0000000000,9.0000000000,2.0000000000,5.0000000000,55.0000000000,49.0000000000,76.0000000000,11.0000000000,33.0000000000,62.0000000000,
18.0000000000,62.0000000000,89.0000000000,73.0000000000,31.0000000000,78.0000000000,95.0000000000,12.0000000000,78.0000000000,37.0000000000,99.0000000000,90.0000000000,45.0000000000,92.0000000000,66.0000000000,51.0000000000,91.0000000000,80.0000000000,52.0000000000,16.0000000000,1.0000000000,1.0000000000,51.0000000000,70.0000000000,41.0000000000,61.0000000000,18.0000000000,75.0000000000,86.0000000000,56.0000000000,80.0000000000,87.0000000000,49.0000000000,67.0000000000,81.0000000000,89.0000000000,53.0000000000,97.0000000000,5.0000000000,57.0000000000,70.0000000000,44.0000000000,27.0000000000,82.0000000000,33.0000000000,95.0000000000,89.0000000000,14.0000000000,38.0000000000,79.0000000000,67.0000000000,5.0000000000,29.0000000000,55.0000000000,11.0000000000,85.0000000000,91.0000000000,69.0000000000,66.0000000000,45.0000000000,17.0000000000,71.0000000000,50.0000000000,91.0000000000,58.0000000000,30.0000000000,45.0000000000,36.0000000000,22.0000000000,10.0000000000,67.0000000000,84.0000000000,22.0000000000,15.0000000000,59.0000000000,67.0000000000,38.0000000000,87.0000000000,20.0000000000,18.0000000000,87.0000000000,32.0000000000,75.0000000000,62.0000000000,81.0000000000,52.0000000000,51.0000000000,49.0000000000,36.0000000000,83.0000000000,51.0000000000,47.0000000000,85.0000000000,71.0000000000,64.0000000000,5.0000000000,59.0000000000,29.0000000000,80.0000000000,41.0000000000,
